Id,SalePrice
1461,7.72212914170894
1462,7.803708974785187
1463,7.886579342997771
1464,7.892605791082504
1465,7.891951506603104
1466,7.866407119851015
1467,7.859941370706427
1468,7.838978520105096
1469,7.881195406630472
1470,7.723029218469662
1471,7.903025580616745
1472,7.640723090628088
1473,7.655525546940395
1474,7.81939550464846
1475,7.758271736642886
1476,8.17440141884842
1477,8.021632020962691
1478,8.049638076579075
1479,8.057136385622352
1480,8.214203177343421
1481,8.114376037198847
1482,7.913622086306612
1483,7.846379500483128
1484,7.837257607389236
1485,7.845384569347877
1486,7.900294690487177
1487,8.131436007731775
1488,7.985239867264579
1489,7.909719033810148
1490,7.936073078258848
1491,7.902716110474979
1492,7.615763207726873
1493,7.894553595494876
1494,8.089780686952484
1495,8.08755926561692
1496,7.961520654030179
1497,7.8823031036364375
1498,7.826273545833739
1499,7.828422633519478
1500,7.805752629259959
1501,7.859768386642556
1502,7.800761318069643
1503,8.060801690717508
1504,7.984168992568481
1505,7.973735706309205
1506,7.861127338522968
1507,7.967453273099313
1508,7.893763976493029
1509,7.8276580165087655
1510,7.79689463681708
1511,7.787648584012472
1512,7.856398992922306
1513,7.781897322032815
1514,7.829643334716497
1515,7.9123541840279366
1516,7.833052989161168
1517,7.8129197567845585
1518,7.763514291049391
1519,7.95456541211286
1520,7.7571878460304395
1521,7.767065183037093
1522,7.8581746419318295
1523,7.6896468719921
1524,7.731941470819671
1525,7.744962352838194
1526,7.73040473491794
1527,7.649867468596629
1528,7.737397091342526
1529,7.79784792000496
1530,7.878571136435793
1531,7.636374722100278
1532,7.6255472429975
1533,7.762894491804969
1534,7.703782123322753
1535,7.795988265972073
1536,7.679771873991584
1537,7.49914227724037
1538,7.861653421184967
1539,7.945168230810219
1540,7.585287962329022
1541,7.798628772902406
1542,7.770524409674121
1543,7.96666975835039
1544,7.557036474986946
1545,7.637056950804304
1546,7.729864491013911
1547,7.750767188990013
1548,7.739134668577719
1549,7.663119987546725
1550,7.789360612972015
1551,7.694675765697854
1552,7.7623939664647175
1553,7.809779889086856
1554,7.661283559614735
1555,7.8557906200917795
1556,7.538079342804002
1557,7.652718107645158
1558,7.596992178482411
1559,7.531499062748524
1560,7.748568006555479
1561,7.713853427951994
1562,7.7501429972737546
1563,7.737266186845902
1564,7.805895912986682
1565,7.798814225454849
1566,7.993886797905074
1567,7.560413542448398
1568,7.942053526872435
1569,7.75674442045335
1570,7.736218493061562
1571,7.748809333686957
1572,7.808517417957291
1573,8.030747489960465
1574,7.688324433462086
1575,7.955672650245052
1576,7.9502843760556665
1577,7.900367417526973
1578,7.803342882754477
1579,7.799610637944
1580,7.890775195224124
1581,7.79538178404462
1582,7.741835872553359
1583,8.10974707089922
1584,7.985886860402491
1585,7.776313605292851
1586,7.481142416143719
1587,7.635346470551652
1588,7.801376976348654
1589,7.6224769899768505
1590,7.761453798504976
1591,7.636078877317068
1592,7.708454894298103
1593,7.7265692313194325
1594,7.676268580681456
1595,7.684771879805995
1596,7.985579401956057
1597,7.89918395528397
1598,7.944562116061402
1599,7.865979382784036
1600,7.869949460298702
1601,7.45701772784342
1602,7.678078360273702
1603,7.4810823745988095
1604,8.028543931618541
1605,8.005296176641803
1606,7.844419519813048
1607,7.813576001869367
1608,7.918600318175751
1609,7.8870130575778905
1610,7.800124090819657
1611,7.7891239263665435
1612,7.846185670899329
1613,7.833626654092714
1614,7.735218662166825
1615,7.547147372772481
1616,7.501811878104445
1617,7.575251702450078
1618,7.731475338438729
1619,7.773605940381646
1620,7.791431621101219
1621,7.771197985945353
1622,7.76781517880511
1623,8.06723463063016
1624,7.931880489273573
1625,7.761068051490218
1626,7.86614871469622
1627,7.886710846434768
1628,8.060482133662019
1629,7.87885858014578
1630,8.114332201095424
1631,7.965391994298961
1632,7.9926459926784235
1633,7.848159174016504
1634,7.88378101427335
1635,7.878431219403114
1636,7.8245385130283704
1637,7.878904132979797
1638,7.930288605021123
